symbol,has_fireant_ohlcv,has_vnstock_ohlcv,in_vnstock_listing_snapshot,vnstock_organ_name,listing_evidence_status,activity_status,delisted_status,snapshot_date
CMS,True,True,True,CTCP Tập Đoàn CMH Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CMT,True,True,True,CTCP Công nghệ Mạng và Truyền thông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CMV,True,True,True,CTCP Thương nghiệp Cà Mau,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CMW,True,True,True,CTCP Cấp nước Cà Mau,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CMX,True,True,True,CTCP Camimex Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CNA,True,True,True,CTCP Tổng Công ty Chè Nghệ An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CNC,True,True,True,CTCP Công nghệ Cao Traphaco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CNG,True,True,True,CTCP CNG Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CNN,True,True,True,"CTCP Tư vấn Công nghệ, Thiết bị và Kiểm Định Xây dựng - Coninco",present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CNT,True,True,True,CTCP Tập đoàn CNT,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
COM,True,True,True,CTCP Vật tư - Xăng Dầu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CPA,True,True,True,CTCP Cà phê Phước An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CPC,True,True,True,CTCP Thuốc sát trùng Cần Thơ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CPH,True,True,True,CTCP Phục vụ Mai táng Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CPI,True,True,True,CTCP Đầu tư Cảng Cái Lân,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CQN,True,True,True,CTCP Cảng Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CQT,True,True,True,CTCP Xi măng Quán Triều VVMI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CRC,True,True,True,CTCP Create Capital Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CRE,True,True,True,CTCP Bất động sản Thế Kỷ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CRV,True,True,True,CTCP Tập đoàn Bất động sản CRV,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CSC,True,True,True,CTCP Tập đoàn Cotana,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CSI,True,True,True,CTCP Chứng khoán Kirin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CSM,True,True,True,CTCP Công nghiệp Cao su Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CST,True,True,True,CTCP Than Cao Sơn - TKV,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CSV,True,True,True,CTCP Hóa chất Cơ bản Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CT3,True,True,True,CTCP Đầu tư và Xây dựng Công trình 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CT6,True,True,True,CTCP Công trình 6,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTB,True,True,True,CTCP Chế tạo Bơm Hải Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTD,True,True,True,CTCP Xây dựng Coteccons,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTF,True,True,True,CTCP City Auto,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTG,True,True,True,Ngân hàng TMCP Công Thương Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTI,True,True,True,CTCP Đầu tư Phát triển Cường Thuận IDICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTP,True,True,True,CTCP Tập đoàn CTP Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTR,True,True,True,Tổng Công ty cổ phần Công trình Viettel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTS,True,True,True,CTCP Chứng khoán VietinBank,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTT,True,True,True,CTCP Chế tạo Máy - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTW,True,True,True,CTCP Cấp thoát nước Cần Thơ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CTX,True,True,True,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CVN,True,True,True,CTCP Vinam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CVT,True,True,True,CTCP CMC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CX8,True,True,True,CTCP Đầu tư và Xây lắp Constrexim Số 8,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
CYC,True,True,False,,absent_from_current_listing_unverified,unknown,unverified,2026-08-09
D11,True,True,True,CTCP Địa ốc 11,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
D2D,True,True,True,CTCP Phát triển Đô thị Công nghiệp số 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAC,True,True,True,CTCP 382 Đông Anh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAD,True,True,True,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAE,True,True,True,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAG,True,True,True,CTCP Tập đoàn Nhựa Đông Á,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAH,True,True,True,CTCP Tập đoàn Khách sạn Đông Á,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAN,True,True,True,CTCP Dược Danapha,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAS,True,True,True,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DAT,True,True,True,CTCP Đầu tư du lịch và Phát triển Thủy sản,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DBC,True,True,True,CTCP Tập đoàn Dabaco Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DBD,True,True,True,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DBM,True,True,True,CTCP Dược - Vật tư Y Tế Đăk Lăk,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DBT,True,True,True,CTCP Dược phẩm Bến Tre,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DC1,True,True,True,CTCP Đầu tư Phát triển Xây dựng Số 1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DC2,True,True,True,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DC4,True,True,True,CTCP DICERA Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCF,True,True,True,CTCP Xây dựng và Thiết kế Số 1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCG,True,True,True,CTCP Tổng Công ty May Đáp Cầu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCH,True,True,True,CTCP Địa chính Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCL,True,True,True,CTCP Dược phẩm Cửu Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCM,True,True,True,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCR,True,True,True,CTCP Gạch men Cosevco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCS,True,True,True,CTCP Tập đoàn EDX,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCT,True,True,True,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DCV,True,True,True,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DDB,True,True,True,CTCP Thương mại và Xây dựng Đông Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DDH,True,True,True,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DDM,True,True,True,CTCP Hàng Hải Đông Đô,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DDN,True,True,True,CTCP Dược và Thiết bị Y tế Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DDV,True,True,True,CTCP DAP - VINACHEM,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DFC,True,True,True,CTCP Xích líp Đông Anh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DFF,True,True,True,CTCP Tập đoàn Đua Fat,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DGC,True,True,True,CTCP Tập đoàn Hóa chất Đức Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DGT,True,True,True,CTCP Công trình Giao thông Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DGW,True,True,True,CTCP Thế Giới Số,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHA,True,True,True,CTCP Hóa An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHB,True,True,True,CTCP Phân đạm và Hóa chất Hà Bắc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHC,True,True,True,CTCP Đông Hải Bến Tre,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHD,True,True,True,CTCP Dược Vật tư Y tế Hải Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHG,True,True,True,CTCP Dược Hậu Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHM,True,True,True,CTCP Đầu tư và Thương mại DHM,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHN,True,True,True,CTCP Dược phẩm Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHP,True,True,True,CTCP Điện cơ Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DHT,True,True,True,CTCP Dược phẩm Hà Tây,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DIC,True,True,True,CTCP Đầu tư và Thương mại DIC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DID,True,True,True,CTCP DIC - Đồng Tiến,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DIG,True,True,True,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DIH,True,True,True,CTCP Đầu tư Phát triển Xây dựng - Hội An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DKC,True,True,True,CTCP Chợ Lạng Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DKG,True,True,True,CTCP Tập đoàn Damik,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DL1,True,True,True,CTCP Tập đoàn Alpha Seven,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DLD,True,True,True,CTCP Du lịch Đắk Lắk,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DLG,True,True,True,CTCP Tập đoàn Đức Long Gia Lai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DLR,True,True,True,CTCP Địa ốc Đà Lạt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DLT,True,True,True,CTCP Du lịch và Thương mại - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DM7,True,True,True,CTCP Dệt May 7,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DMC,True,True,True,CTCP Xuất nhập khẩu Y Tế DOMESCO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DMN,True,True,True,CTCP Domenal,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNA,True,True,True,CTCP Điện Nước An Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNC,True,True,True,CTCP Điện Nước Lắp máy Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DND,True,True,True,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNE,True,True,True,CTCP Môi trường Đô thị Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNH,True,True,True,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNL,True,True,True,CTCP Logistics Cảng Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNM,True,True,True,Tổng Công ty cổ phần Y tế DANAMECO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNN,True,True,True,CTCP Cấp nước Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNP,True,True,True,CTCP DNP Holding,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNT,True,True,True,CTCP Du lịch Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DNW,True,True,True,CTCP Cấp nước Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DOC,True,True,True,CTCP Vật tư Nông Nghiệp Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DOP,True,True,True,CTCP Vận tải Xăng dầu Đồng Tháp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DP1,True,True,True,CTCP Dược phẩm Trung ương CPC1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DP2,True,True,True,CTCP Dược phẩm Trung ương 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DP3,True,True,True,CTCP Dược phẩm Trung ương 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPC,True,True,True,CTCP Nhựa Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPG,True,True,True,CTCP Tập đoàn Đạt Phương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPH,True,True,True,CTCP Dược phẩm Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPM,True,True,True,Tổng công ty Phân bón và Hóa chất Dầu khí - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPP,True,True,True,CTCP Dược Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DPR,True,True,True,CTCP Cao su Đồng Phú,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DQC,True,True,True,CTCP Tập đoàn Điện Quang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DRC,True,True,True,CTCP Cao su Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DRG,True,True,True,CTCP Cao su Đắk Lắk,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DRH,True,True,True,CTCP DRH Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DRI,True,True,True,CTCP Đầu tư Cao su Đắk Lắk,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DRL,True,True,True,CTCP Thủy điện - Điện Lực 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DS3,True,True,True,CTCP DS3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSC,True,True,True,CTCP Chứng khoán DSC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSD,True,True,True,CTCP DHC Suối Đôi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSE,True,True,True,CTCP Chứng khoán DNSE,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSG,True,True,True,CTCP Kính Đáp Cầu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSH,True,True,True,CTCP Đông Sơn Holding,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSN,True,True,True,CTCP Công viên nước Đầm Sen,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DSP,True,True,True,CTCP Dịch vụ Du lịch Phú Thọ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DST,True,True,True,CTCP Đầu tư Sao Thăng Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTA,True,True,True,CTCP Đệ Tam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTC,True,True,True,CTCP Viglacera Đông Triều,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTD,True,True,True,CTCP Đầu tư Phát triển Thành Đạt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTG,True,True,True,CTCP Dược phẩm Tipharco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTH,True,True,True,CTCP Dược - Vật tư Y Tế Thanh Hóa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTI,True,True,True,CTCP Đầu tư Đức Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTK,True,True,True,Tổng Công ty Điện lực TKV - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
DTL,True,True,True,CTCP Đại Thiên Lộc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
